"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Europe & Central Asia (excluding high income)","ECA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","94.68068","94.79242","95.29567","95.96994","95.88391","98.16802","95.77013","96.19137","96.37293","96.18516","95.34598","95.2276","94.19355","93.64371","93.96188","93.9721","93.7972","93.8044","95.93492","96.90741","96.29471","97.3215","98.75133","96.73273","95.34592","95.93419","97.08098","97.47498","98.68383","97.94626","98.40627","98.0636","98.97262","97.49061","97.64056","",
"Europe & Central Asia","ECS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","95.32925","95.0633","95.14725","95.4041","96.10815","96.1736","96.22429","96.29275","96.13297","96.1996","95.77074","95.62593","95.28603","95.62411","96.21624","96.47753","96.05323","97.5977","96.29311","96.45065","96.51556","96.71542","96.4975","96.07404","95.34269","95.31317","95.53311","95.62392","95.5823","95.58404","97.2569","97.47376","97.11791","97.45429","97.47797","96.30893","96.12096","96.54064","97.1209","97.42096","97.9904","97.34583","97.51791","97.18533","97.98795","97.09565","97.18435","",
"Ecuador","ECU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","55.58869","54.95084","58.63216","61.51852","65.52015","69.9592","71.7498","70.86406","74.78368","77.80299","81.62129","84.43769","88.19267","90.54283","91.04766","","93.88156","95.3517","","","","","","95.50455","93.28374","92.69567","95.72461","","96.69974","96.84295","97.29825","97.09025","96.59198","96.39396","100.77086","100.61106","100.60891","","","99.34218","106.32184","110.77958","111.94359","112.37994","115.71953","108.8401","104.7951","",
"Egypt, Arab Rep.","EGY","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","55.29558","52.138","55.49584","57.45904","60.11529","61.1502","61.29146","53.53508","35.67522","45.78979","54.54522","","","","","72.71884","73.29875","","","","","","","","","","85.78471","","89.14234","87.5462","86.25207","85.54579","86.44051","88.60257","90.31769","86.8409","91.93711","","97.16879","100.54553","","","100.49398","","","93.9447","94.9629","",
"Euro area","EMU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","94.80874","94.80457","94.98922","95.11958","95.57413","97.34768","96.97511","96.98256","96.76248","96.50013","96.7971","96.57285","96.58977","96.24947","96.75993","97.08754","97.12428","95.97676","97.24813","97.33881","97.65662","97.70401","98.11729","98.09737","97.28104","96.68361","96.72852","96.58806","97.01619","97.37057","97.36888","98.37532","97.01703","96.88811","96.3463","94.89876","94.93526","96.58601","96.88338","96.84112","96.91244","96.6876","95.7955","95.41257","95.12007","95.73701","94.86787","94.8633","",
"Eritrea","ERI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.97146","23.43624","31.55673","34.8093","","33.31209","35.73968","36.75431","36.3324","40.79191","47.13532","57.19118","55.68031","53.92903","54.07798","55.90655","47.07613","45.06885","41.76319","39.90319","","42.53965","","45.26639","",
"Spain","ESP","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","98.80252","98.22386","98.8947","102.14557","103.30968","103.29576","100.9834","104.63978","102.20605","99.72859","","","100.73247","101.8171","","","","","","","","","","102.18254","","96.60474","98.18195","99.86369","102.23044","103.18162","102.08683","102.08788","99.3103","97.59393","98.9223","97.17855","","",
"Estonia","EST","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.64726","90.81676","","89.43874","93.36907","95.66775","101.40708","102.95114","106.30589","102.32172","102.63627","94.97764","94.75884","95.46748","98.77735","100.65949","101.43133","103.76292","104.1681","99.88261","98.59752","96.44263","","",
"Ethiopia","ETH","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","18.04442","","","","","24.50855","23.94609","22.76023","","","","","14.05993","13.9092","14.8758","","17.07084","19.7239","22.20844","27.60311","31.36929","34.64683","37.45125","43.32684","47.22712","47.35952","49.48462","51.38162","57.74343","52.6144","50.3893","","53.54442","54.28185","","","",
"European Union","EUU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","95.09054","95.13749","95.15229","95.25122","96.05792","97.27929","97.34876","97.39442","97.26723","97.05947","97.06489","96.44101","96.2297","96.05935","96.7159","97.58762","97.24324","96.56979","97.27146","97.13393","96.93968","96.37591","96.73658","96.97311","96.53292","96.35316","96.99756","97.40946","97.5209","97.60624","97.59468","98.58246","97.65768","97.78416","97.60536","96.41675","96.06642","96.93506","96.91543","97.0095","97.43328","97.48587","96.68708","96.52025","96.22889","96.8649","96.43006","96.44968","",
"Fragile and conflict affected situations","FCS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","39.84461","39.81832","40.39048","42.26304","42.69641","44.5648","45.52604","47.59686","48.9126","49.72696","50.51303","51.44187","51.81214","51.51053","52.59802","52.48334","53.06807","51.72518","51.56207","51.55373","52.17544","52.87934","52.73015","53.63633","52.79599","52.78578","52.95","52.61155","52.66059","52.90772","54.62801","56.59006","57.71798","60.20232","62.00936","63.28907","64.10213","64.85387","66.6714","67.08306","67.89976","68.58225","69.40769","67.49583","67.70793","67.94562","68.33155","69.26724","",
"Finland","FIN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.98235","105.72881","105.43655","101.63807","97.24131","96.59803","95.9705","97.05054","100.48488","101.23879","100.37601","98.01837","95.85336","96.20359","102.1508","100.87145","101.91707","100.18132","100.19322","96.77712","98.18629","98.77861","97.86471","98.63068","98.20484","100.0413","99.64524","98.88342","99.02334","100.88846","","",
"Fiji","FJI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","90.88454","96.86563","96.11248","","106.56896","106.58782","110.40822","102.26892","97.1414","97.35481","","95.49031","92.0138","93.38051","95.20786","","","","","","105.13261","","103.01421","102.58023","101.66784","102.97583","103.26551","99.61947","94.98412","97.03587","101.96482","","109.27934","","111.6008","","106.1857","105.40799","","103.75925","104.08176","103.01003","","106.36732","102.8011","","",
"France","FRA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","92.8569","92.327","","","93.9272","94.50414","94.56911","95.89336","96.11534","96.87409","","","","","","96.57399","95.54329","99.02423","101.43351","104.64536","106.65993","107.682","","","","","","","97.11818","92.93037","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","62.82074","61.38044","","84.54133","88.4225","80.96873","81.13906","82.33409","81.16285","84.93515","86.75219","86.54248","75.4321","92.56023","","68.74302","67.78181","66.27483","","","59.70086","","","66.05642","66.81676","69.11031","","","","","73.87439","71.91822","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.02846","","",
"Georgia","GEO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.26995","84.60301","84.10567","","82.65866","96.18071","98.52811","95.5151","87.09465","93.35144","83.46085","81.53909","89.9329","95.59234","100.77435","104.62681","","101.53993","105.27768","105.55027","105.79991","119.11565","117.09587","",
"Ghana","GHA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","65.79716","59.94834","","54.51917","55.96938","58.37998","60.44685","61.72892","61.76359","62.97475","66.60704","","","","","","","","","","65.60938","67.71114","","","","","","","68.6393","71.6884","68.02154","69.58222","70.48984","69.27864","74.89932","70.96721","76.11506","81.34766","82.40569","","89.00289","95.0658","96.15721","95.08159","100.2383","","95.20428","",
"Gibraltar","GIB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","19.05276","21.15851","","23.64537","19.65246","21.43401","21.03886","21.4843","17.42041","16.49354","15.78404","12.65276","13.5729","19.90436","17.60191","17.1495","19.0587","19.72345","19.2386","29.14385","","24.3905","28.15683","31.06957","33.1198","37.27773","37.68217","47.63747","54.02475","58.71214","59.03637","51.84501","58.23586","58.60012","","61.90382","62.46825","63.82447","","61.12844","","",
"Gambia, The","GMB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","25.81071","27.17801","25.90311","25.43277","27.47629","26.50038","21.38881","28.15026","27.93561","30.03843","29.1188","32.0608","35.51583","41.81818","44.22457","47.38594","52.10673","","44.36114","","","41.75753","39.62847","38.56108","41.05307","48.31117","46.73102","","71.33139","71.79012","73.83786","72.04242","75.46589","74.2766","71.24858","69.24467","76.22982","81.51089","","72.88599","68.33139","69.19349","69.1956","69.08812","68.87775","70.22551","","",
"Guinea-Bissau","GNB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","6.79836","","","14.74065","10.9582","15.9341","17.301","13.88161","13.09156","","","9.5085","6.32584","","","","","","","","","","","","27.41117","","","","","","","","","","64.28132","","","","","","","","",
"Equatorial Guinea","GNQ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.13052","","","","","","44.65862","","","36.34428","","43.62037","","","40.79489","42.68662","44.07941","42.16855","43.73531","","","40.59572","","","",
"Greece","GRC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","98.31269","96.44756","94.93086","94.28303","95.63801","97.06222","98.59684","101.24116","101.66956","98.72731","97.13571","95.51663","96.09064","98.22005","100.33531","105.15504","95.68093","96.60252","94.54264","","","96.73587","","","","","","","","","","","","96.77979","94.09382","96.36175","94.54488","","","92.43944","90.66763","94.11617","92.50943","92.88965","94.62859","94.07702","","",
"Grenada","GRD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","96.37165","98.09274","89.87952","92.00337","","","","95.22028","85.77303","83.44969","","","","","","","","","","","","","","92.94456","","","91.3813","100.28158","","102.33789","","97.55083","110.48654","121.1288","111.53277","","","","","","","105.98099","",
"Greenland","GRL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","21.99292","22.25366","24.29377","","","28.19639","29.28851","29.14379","30.2188","30.66298","32.53762","32.65407","32.63379","33.86895","35.27242","36.71995","39.5741","","","","","","","","","","45.51718","","","50.78722","55.51237","58.03934","61.58016","","67.26301","70.9242","73.92884","74.67074","77.55839","81.62691","83.62597","85.79196","84.75145","84.86241","84.66885","82.71167","79.1291","","",
"Guam","GUM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","95.7632","93.21425","91.57472","91.86518","","88.15439","93.24825","87.46103","87.39526","79.51144","82.86505","84.63398","80.69239","85.42352","","","87.93468","","","","","91.28767","89.85417","","76.68533","80.18394","84.57112","","100.40083","102.85714","87.60798","","74.55974","","91.45706","92.50493","93.30269","95.53241","99.49375","94.44038","99.16758","97.67211","","","","","","",
"High income","HIC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","93.19435","93.33931","93.12461","93.40751","93.62454","94.35601","94.5638","94.94983","94.61781","93.73038","95.14117","95.2064","94.19985","94.18196","94.98806","95.08573","95.2834","95.06729","94.94476","94.60618","95.04651","94.9741","95.69876","96.14441","95.78387","95.46536","95.45588","95.30398","96.08041","96.34181","96.44745","97.19086","96.74508","96.96825","96.83641","96.04222","96.08147","97.23978","97.50303","97.48196","97.83755","97.95761","98.23562","97.75073","97.77599","98.29911","97.79819","97.80181","",
"Hong Kong SAR, China","HKG","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","106.28297","102.19388","99.52596","98.48083","102.1333","101.76794","103.62888","","","102.54349","102.86266","103.92018","104.62401","105.71329","102.82546","99.12715","93.53789","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","44.45154","","49.28348","","53.66914","","","","","","","62.3346","65.54929","67.51616","69.02461","68.12966","69.09601","69.41318","70.08929","","","","","77.02777","","77.5412","83.71225","","83.57412","86.02171","90.09459","91.99573","90.73103","84.02132","79.7484","","83.29509","84.62851","",
"Heavily indebted poor countries (HIPC)","HPC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","32.97651","32.94559","33.38996","33.93156","34.37402","35.53681","36.46836","38.03317","39.87841","40.77457","41.87762","43.68411","44.76386","45.12856","47.70513","44.38837","44.21071","43.47723","42.37836","40.82149","41.53465","42.24439","41.41272","42.27696","40.989","40.87417","41.54874","41.15115","41.2302","42.46713","43.2058","45.75149","48.01398","49.81584","51.56463","54.18385","56.12172","58.66998","62.3009","65.30502","65.32831","64.91894","65.22372","65.13989","65.33751","65.48858","65.48013","65.59056","",
"Croatia","HRV","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.59665","80.25885","84.73793","85.90624","90.89969","89.48496","90.88206","95.01475","98.19368","97.35978","","103.44488","101.7197","103.87635","98.68226","93.59488","91.27465","93.08901","92.44883","93.96871","95.94373","100.53628","97.74316","","",
"Haiti","HTI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","26.29409","27.09909","","28.48489","31.0428","","33.9471","36.0865","37.87131","","","","","","","","","","48.16995","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","89.20149","88.58332","92.93487","99.6807","100.55082","98.03994","99.65589","104.25617","99.14925","97.54508","93.46034","92.84415","94.28749","102.40912","113.53257","103.74921","96.8204","89.25431","83.4046","81.78899","79.38311","85.10286","89.81463","","","","97.88228","98.43993","95.9834","96.41204","98.00722","99.40123","96.17282","94.60688","93.79822","98.75137","95.01324","96.58097","96.79076","97.09765","98.71425","97.51763","97.68709","96.44059","96.9252","98.58557","","",
"IBRD only","IBD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","74.97231","75.08651","75.53364","76.12818","76.42128","77.12366","77.79097","79.0129","79.75748","80.48199","81.63373","82.56797","83.1008","83.74534","84.74357","85.70134","86.03813","86.07323","86.37302","86.14401","86.40129","86.65452","85.95202","86.9139","87.79634","86.97006","85.5597","85.09509","85.41344","85.51151","86.82527","87.75191","88.49572","89.40286","90.12908","90.82836","91.02826","93.58906","96.96319","97.89417","97.88262","96.84517","97.49754","97.42869","96.39308","95.39184","95.45055","96.01811","",
"IDA & IBRD total","IBT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","69.76283","69.86383","70.30817","70.93963","71.21531","71.90278","72.54556","73.3975","74.16302","74.93167","75.93155","76.79595","77.35926","77.91313","78.90667","79.34342","79.52609","79.40906","79.45794","79.06653","79.2548","79.48698","78.89143","79.66968","80.1934","79.5336","78.54967","78.2849","78.58855","78.86976","80.01674","80.89096","81.54603","82.27599","82.85522","83.70238","84.14369","85.70678","87.92351","89.18293","89.30135","88.76448","89.7067","89.74927","89.27856","88.77223","88.87728","89.47539","",
"IDA total","IDA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","48.74883","48.95208","49.59145","50.1117","49.32686","50.14703","51.06841","51.47585","52.29135","53.32225","53.95076","55.44987","54.4588","54.80796","54.96077","54.93336","54.79047","55.40756","55.9873","56.00969","56.47595","56.20519","56.352","56.7278","56.81042","57.14567","58.04384","58.76506","60.07342","61.30401","62.32275","63.25287","65.26652","66.93855","66.61709","66.77374","69.46401","70.38208","71.32661","73.20801","73.71907","74.66007","75.36918","75.79316","76.62231","",
"IDA blend","IDB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.84677","74.98448","75.36841","75.2556","74.73227","74.74471","75.72822","78.3181","75.09838","72.01261","73.77528","75.57641","76.25654","79.06397","80.61786","80.92587","80.94531","80.51226","80.31377","",
"Indonesia","IDN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","51.89072","53.08979","50.91999","49.28826","48.74035","53.284","56.06429","","","65.4278","69.99298","75.19183","84.66342","94.15121","96.55025","95.82461","95.9828","96.18225","93.32744","90.27253","88.71572","92.1608","94.60677","94.53097","93.52371","94.15936","","","","93.75859","95.02653","95.6103","95.51278","94.10486","92.36255","95.98368","96.08751","98.4924","101.76147","100.19998","105.25459","102.32989","103.8482","","","99.1679","",
"IDA only","IDX","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","36.30911","36.3292","36.57212","37.52151","37.77126","38.57707","39.27952","37.99106","38.94412","39.56552","40.23333","41.37919","42.75963","43.59923","45.71543","44.18282","44.64257","44.73208","44.60926","44.34002","45.23903","46.12624","46.11388","46.77857","46.36958","46.58312","47.19257","47.22512","47.89018","49.29853","50.37215","52.23024","54.20284","56.06464","57.51177","60.08364","61.34956","62.47819","64.2366","67.39599","67.91716","69.00734","70.46528","70.4942","71.71719","72.72253","73.52519","74.8287","",
"Isle of Man","IMN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","39.68801","","","41.64777","","","","","","","","","","","","","63.20822","64.59666","","","","","","","71.90308","","","","68.95169","71.7798","72.4553","75.84427","80.32841","","","","","94.98444","95.94668","","92.89476","","96.2406","97.57359","97.72773","96.3098","","",
"Not classified","INX","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.66773","99.19014","97.3145","96.42495","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","50.12167","","","","","","","","","","","","","77.5453","80.26324","80.6254","80.60278","81.24448","82.18088","85.28751","88.75824","91.94018","97.15077","95.04279","98.78132","","96.79542","","","91.71146","95.46213","95.57446","92.15615","102.65369","105.71237","98.24512","94.56649","97.68463","102.36383","104.28722","103.68998","101.75152","","","101.53143","","","",
"Iraq","IRQ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","40.54577","39.68444","42.74565","43.53714","51.38125","51.73237","64.95142","66.17605","","73.24264","","","56.71656","","65.13601","63.99333","58.13206","60.90285","59.21727","","","","59.3705","","","","","","56.99791","55.99988","","","","79.60338","","","66.65158","","","","","","","","","","","",
"Iceland","ISL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.40071","90.49763","99.7825","111.93043","106.06061","109.3578","98.46871","98.52312","96.78497","94.98314","94.78129","98.98027","98.02003","99.86001","98.18696","","","","","","",
"Israel","ISR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.49385","104.56157","108.15114","104.14957","102.7404","103.53466","100.28558","103.38123","101.6463","100.94711","105.85926","101.68721","102.47694","108.83862","102.44167","","",
"Italy","ITA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","97.13606","99.16828","98.96733","100.15225","107.80745","105.94991","105.39053","102.44181","101.94545","103.4424","100.41755","100.95599","100.0502","100.04738","102.15682","101.68535","100.33722","99.76598","100.10643","100.59743","97.88439","98.37508","","99.66331","98.31314","98.95265","95.55887","","99.91095","100.64076","103.52853","101.89295","102.21426","100.71545","99.0305","99.30549","101.32025","104.60638","102.38244","102.89035","104.04722","100.55093","100.02758","100.32715","100.42575","98.51206","","",
"Jamaica","JAM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","79.71842","81.52394","","87.67297","85.0067","86.23545","","","88.89234","85.53788","86.53422","89.99856","92.12242","94.76948","95.29827","92.40954","","88.8793","","","","","","","86.36429","80.84027","86.67759","","86.59954","","","","","","","","","","","","","","",
"Jordan","JOR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","67.38735","73.64122","85.78364","95.62352","97.74375","97.8212","99.53583","98.51871","98.87872","95.77277","94.35257","90.48454","93.49149","93.94515","","85.21037","87.39135","88.98848","91.92402","93.92533","94.02204","92.82004","95.55689","","91.7819","","","92.05294","94.49699","","91.21704","94.19819","94.88967","","","","","","","","","","","","","","",
"Japan","JPN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","103.63958","99.80511","97.84828","97.53632","97.64854","97.9311","101.89099","97.5641","89.06886","103.7553","102.17253","97.90072","97.36952","98.0001","98.37646","100.39088","101.70628","99.80609","99.85112","102.2159","102.03858","99.81129","","97.24095","","","","99.95287","99.13509","98.52601","98.89411","96.30202","96.361","98.63617","99.18274","99.22719","102.79446","","100.72637","100.29541","101.95702","101.65658","","102.8883","101.66624","100.49289","","",
"Kazakhstan","KAZ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.17907","101.06078","","98.98293","95.1546","","92.10423","94.33192","95.59707","96.7646","103.47382","104.40534","100.69943","97.412","101.64227","103.44653","106.8048","113.35605","106.67405","108.35301","114.06481","113.22928","109.41904","108.82482","",
"Kenya","KEN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","48.43802","50.68309","53.92666","55.62358","","60.63903","62.82024","67.24558","68.52681","89.45355","86.04085","84.51025","","","","","","","","","","","","","","","","","","","","","","","87.79198","88.50575","","","","","","","","","99.49517","101.48953","101.99707","","",
"Kyrgyz Republic","KGZ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.76962","100.09736","","","93.8264","93.65444","93.56213","93.7303","90.67354","92.88243","97.64203","101.51398","97.04768","95.43691","97.90761","96.97618","95.3241","96.50883","101.61339","106.2395","112.98291","105.45741","103.79701","",
"Cambodia","KHM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.19798","32.49054","41.16798","","51.2973","59.92531","66.63964","77.65001","86.95875","89.40927","90.75571","85.94242","83.30948","85.1999","87.48932","93.21323","94.21197","96.66373","95.53391","92.43413","89.5638","",
"Kiribati","KIR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","76.76702","85.85592","72.56461","84.47702","132.34501","122.85319","129.07143","127.29993","127.43431","126.36364","110.17192","109.42623","113.47656","102.24579","112.78788","111.72986","106.90846","108.59375","110.37838","121.2153","122.70876","","106.59755","99.02416","117.21915","111.30515","119.5713","123.06604","122.92052","113.31029","118.59693","106.67739","","","","","","112.41546","","99.5281","","",
"St. Kitts and Nevis","KNA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","95.79877","97.50798","106.40112","104.28373","103.86841","107.64592","101.49395","99.96666","102.80686","99.35588","103.69191","101.17638","102.91567","108.98963","106.52096","105.43884","104.68994","99.90892","95.04233","99.02884","96.53295","107.47127","106.76741","108.80934","108.44172","","97.09213","99.07721","103.6674","103.19853","99.62476","94.78652","100.83775","99.64296","97.80467","99.08627","101.01884","100.0238","101.54937","101.12547","103.1019","109.54378","102.21169","94.26092","98.88245","96.12034","","",
"Kuwait","KWT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","60.75227","56.16122","53.97105","51.27855","60.16175","82.61427","68.60668","74.36975","75.35044","81.49876","93.00402","90.99865","93.64444","94.6004","96.06152","96.84202","97.02762","","","","","55.78192","","78.36172","71.69616","101.06777","99.65685","","100.27109","99.18657","87.03389","93.11078","98.14266","100.28146","111.30587","","106.19069","","","97.41728","98.7135","97.75116","99.62895","","","100.65792","96.79168","",
"Latin America & Caribbean (excluding high income)","LAC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","79.87575","80.28341","80.42942","81.25885","81.75973","82.05871","83.24888","85.63546","85.94484","86.85221","87.58042","88.02798","88.3161","89.32551","90.39075","89.76979","90.74842","91.2384","91.26915","91.18135","91.12621","91.29272","92.56849","92.95325","93.49547","94.29685","95.08555","96.00116","96.49662","96.78528","97.77547","97.43463","99.27888","98.2859","96.25467","97.23432","98.22256","98.96179","98.53665","98.64408","98.68522","98.82556","99.62809","99.6519","100.09113","99.13446","98.65221","98.21011","",
