"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Estonia","EST","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.68368","17.69421","16.02168","16.35712","14.6785","14.94748","15.14523","15.04903","14.30608","14.2577","","13.68231","13.87971","12.93009","13.64279","13.4062","11.9912","12.58262","14.25663","12.9666","","","",
"Ethiopia","ETH","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","12.35554","12.48699","12.17817","9.70132","11.82013","10.08913","10.32175","","","","","","","13.26484","","","13.04414","14.86992","","","14.90773","14.46177","16.18775","","","","23.97538","24.69945","26.35573","23.58375","26.30404","29.67443","30.53954","27.0211","25.91838","27.09871","","","",
"European Union","EUU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.48541","","10.82087","11.112185","","11.04511","11.323575","11.472465","11.83149","11.49429","11.64438","11.36365","12.07252","12.01048","11.446055","11.90371","11.41065","11.06464","11.10005","11.182135","11.51887","11.62072","11.8066","","","",
"Fragile and conflict affected situations","FCS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.19138","","","","","",
"Finland","FIN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","12.45374","12.0561","11.65971","10.90627","11.56015","11.10585","11.21802","11.2561","11.45681","12.07531","12.8586","11.4066","12.44588","11.41804","11.90164","11.84667","","","11.76006","12.17092","12.63445","12.68253","12.77597","12.77896","12.2497","12.28382","12.14995","12.1154","11.84332","11.94549","11.91888","12.79729","12.44551","12.30714","12.45831","","","",
"Fiji","FJI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.00093","20.53511","21.75859","19.63864","21.03781","","23.74915","20.26613","20.84329","23.1704","17.36972","15.85362","","14.38152","","14.30039","","","","","",
"France","FRA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","11.54651","11.42822","10.76025","10.46681","10.10204","9.71762","9.40362","9.61774","9.52954","9.68941","10.06253","9.62148","10.48541","10.58443","11.01011","10.86114","","10.81141","10.84448","","","","10.84215","10.73231","10.40092","10.3673","10.42599","10.27361","10.10988","10.06913","9.86394","9.60978","9.66188","9.6625","9.65663","","","",
"Faroe Islands","FRO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.78497999999999","9.96512","","","","","","","","","","","","","","","22.31239","","","",
"Gabon","GAB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.20018","","","","","","7.05811","11.34816","17.70649","","","","","","","","","","13.33042","13.74125","12.58227","8.73757","11.22549","","","","",
"United Kingdom","GBR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","12.64421","11.60222","11.40756","11.20601","10.45942","10.21579","10.50665","10.78651","11.13732","11.1656","10.91144","11.19357","","11.88866","11.96908","11.75599","","12.22463","11.75525","12.02562","12.26494","13.52315","13.60695","12.9426","13.17418","13.13942","13.03579","12.95796","12.61652","13.02825","12.69563","","12.91344","13.6662","13.8196","13.91173","","",
"Georgia","GEO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.85143","10.60486","12.54072","12.36196","13.60351","12.49294","15.03676","11.18125","12.89539","9.48664999999999","8.9376","8.99825","","9.26943","6.70776","","","","12.6662","12.95336","",
"Ghana","GHA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","7.64188","7.74814","13.83194","","","","34.3092","24.668","23.93286","","","","","","","","","","","14.8927","","15.74111","","","22.37925","23.42996","24.16198","22.31702","24.0375","22.49513","20.69614","30.63431","37.52096","21.22221","20.98514","23.8088","22.09332","20.17011","",
"Gibraltar","GIB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.99653","11.53745","11.4485","","","","","","14.65855","15.19597","10.31576","13.06432","11.62475","12.3133","10.94747","","","15.67826","13.5834","12.43832","14.25931","9.46061","14.13281","11.98951","11.59878","15.76886","14.37958","",
"Gambia, The","GMB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9218","8.20527","8.80674999999999","8.1835","4.77066","5.25027","5.36076","7.2975","18.41265","13.29374","17.61123","15.11833","13.78283","10.28876","11.75232","","10.35779","","",
"Guinea-Bissau","GNB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7431","","","","","","","","","","","9.06924","10.19974","14.5398","16.19138","","","","","",
"Equatorial Guinea","GNQ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24814","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","8.38179","7.66137","7.11834","7.54852","","6.48871","6.20449","6.77641","7.18172","7.19843","6.29203","","","","","","","6.40668","6.56005","6.95777","7.31652","7.47716","7.3604","7.70183","8.70021","","","","","","","","","","","","","",
"Grenada","GRD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.80899","","","","","","","","","","","","","42.78863","","",
"Greenland","GRL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.72338","","","","","","","","","","20.33845","21.27816","23.34816","","19.29692","20.24641","21.10514","20.63795","21.95939","24.0855","23.43475","23.12414","",
"Guam","GUM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6878","17.65684","16.55556","16.90001","13.81456","11.08074","13.82344","13.48169","11.52616","","10.23917","11.83872","11.72072","10.1867","","0.01874","0.0178","0.01872","0.01826","",
"High income","HIC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.264755","11.96908","12.59258","","11.75829","11.85663","12.17092","12.614085","13.044065","12.7922","13.001965","12.75106","13.135485","12.87101","12.77884","12.61652","12.208075","12.632195","12.560275","12.58262","12.88142","12.712455","","","",
"Hong Kong SAR, China","HKG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","9.40811","15.28794","15.87032","18.57813","","","","","18.54078","","21.20814","","","","16.66485","","","","","22.41878","22.20729","23.24429","23.15106","22.47858","23.2826","22.63778","22.9224","23.79947","19.90941","20.14833","18.64948","20.3008","17.6204","18.60857","18.12696","17.84128","",
"Honduras","HND","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.88875","17.87564","","","","","","","","","","","","","","","","","","19.86407","","24.64456","22.93573","21.69259","",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.90773","15.73184","15.1065","","14.96151","16.97919","17.620645","","16.217735","18.17562","17.54806","15.34338","16.16185","16.28364","17.2971","17.47952","15.99131","","",
"Croatia","HRV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.97329","8.2119","8.11905999999999","","","8.83161","9.54932","9.22725999999999","8.95828","8.51584","","9.49459","","","","","",
"Haiti","HTI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.44943","13.10925","","",
"Hungary","HUN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.59911","","8.6998","9.38613","10.32361","10.45507","10.17915","11.82977","11.0059","10.80057","10.32771","10.33817","10.27056","9.86438","9.68552","9.30432","8.63151","8.55436","9.50568","9.24058999999999","","","",
"IBRD only","IBD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.111635","16.22635","13.91591","14.473555","14.914575","14.23504","13.73865","13.673675","14.08898","14.53442","15.14691","15.575635","14.92611","14.739615","15.006445","","","","","",
"IDA & IBRD total","IBT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.20676","15.66206","15.223015","15.93953","14.74871","15.04361","15.63601","15.44552","15.59151","16.02104","16.10294","15.03859","15.51283","15.57583","16.11058","16.60156","","","",
"IDA total","IDA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.740715","15.73184","15.940775","","16.24382","17.07","","","16.217735","16.95941","16.17282","15.09788","15.89538","16.23281","16.70753","16.66499","16.101505","","",
"IDA blend","IDB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.92393","","","","16.512765","","","","","","16.732515","13.50931","15.17622","13.82495","12.92925","13.215635","15.062955","","",
"Indonesia","IDN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.86397","6.14646","7.49682","7.71022","","","","11.59389","14.36905","16.27818","14.1703","15.1488","","14.94431","13.67475","19.30844","16.65418","18.00613","18.09042","17.60393","17.67152","20.5033","","","",
"IDA only","IDX","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.90773","15.66206","15.690795","","16.24382","16.46192","17.48047","","17.037165","17.185165","16.17282","15.11833","16.12281","16.27424","17.2971","16.98966","16.101505","","",
"Isle of Man","IMN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.32223","14.15927","16.95983","16.73051","","","12.4108","11.19686","11.20846","11.69371","","","11.1912","11.83368","13.56491","13.99212","14.05018","","","","","",
"Not classified","INX","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","14.58879","12.89414","11.46291","11.14092","11.08481","9.69600999999999","10.46054","10.40295","10.78998","11.55312","11.27622","11.65123","11.88666","12.64085","12.57431","12.77414","","12.40916","12.1898","13.39741","12.59372","12.36966","12.74792","13.52982","13.56242","13.42976","13.12242","13.02137","13.05178","9.28401","12.56876","13.71778","13.21361","13.01969","13.07105","","","",
"Iran, Islamic Rep.","IRN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.34697","20.63262","23.71528","","14.54696","13.56692","","","20.11292","20.63385","24.42417","26.33352","21.65296","21.47405","22.32196","20.21824","19.87443","20.57943","18.02354","18.80435","19.1267","17.39562","21.67391","19.66486","18.56875","19.30131","20.04203","",
"Iraq","IRQ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.57631","","","11.90876","11.27032","11.02835","12.6854","","16.70634","15.5717","15.73919","16.20946","17.08744","16.3759","16.80605","17.8101","17.92558","17.21786","13.03326","15.16024","14.60397","15.41712","17.33143","17.66942","","18.15801","","","",
"Israel","ISR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.95934","12.92301","12.87542","12.7922","12.84341","12.73938","13.13155","13.13438","13.33211","13.21112","13.61069","13.9209","13.91873","14.492","14.46036","15.04403","","","",
"Italy","ITA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.71679","8.23961","8.59517","9.11614","","9.23889999999999","9.54947","9.44847","9.82544","9.50514","9.64084","9.38801","9.01373","9.52718999999999","8.80193","9.20517","8.86717","8.72395","8.39237999999999","","8.15579999999999","8.00604","8.11298","","","",
"Jamaica","JAM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.35377","12.75157","12.798","18.38851","15.36104","15.53602","15.39999","","","16.7966","19.99115","18.36393","13.36234","11.73302","14.26937","","17.17305","19.11938","17.55284","16.10294","18.58193","18.80926","20.57386","21.79749","20.05148","19.14512","18.40254","",
"Jordan","JOR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","8.48743","9.37623999999999","9.51","12.7334","","","","","","","21.62756","18.4214","","14.18371","","","","","","","","","","","","","","","","","13.47245","11.74613","",
"Japan","JPN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","16.12549","15.67715","14.88605","","","","18.05424","17.79666","17.64326","","","","11.11497","11.10642","10.38097","","","9.9659","8.74185","9.72433","9.4574","9.61713","9.67132999999999","9.63943","9.68995999999999","9.62214","9.77482","9.75986999999999","","9.21129","9.44917","9.36686","9.30925","9.09332","","9.13113","","",
"Kazakhstan","KAZ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.75948","","10.60979","10.2278","13.26734","11.94462","13.64711","13.0409","","","","","","12.19487","13.86935","","",
"Kenya","KEN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","16.21096","17.26216","14.42051","15.43511","17.52399","","19.31547","16.95525","","18.49591","15.82732","13.7573","14.83568","","","","","24.04598","23.39701","22.39571","25.62821","24.98009","26.66815","27.46934","25.0814","","","","20.55599","19.25283","19.9239","19.13569","17.08103","16.66466","17.33743","16.87441","",
"Kyrgyz Republic","KGZ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.76005","","13.6927","11.38732","11.6113","13.72139","15.14647","15.93953","16.24381","16.46192","18.43475","20.32407","20.17699","18.1331","15.68476","18.17253","18.19501","17.77379","15.84819","16.27362","17.44958","18.50447","",
"Cambodia","KHM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.392","","11.07901","11.38079","10.13757","","12.40431","","","11.10351","","8.38663","7.7071","7.68447","7.53576","9.91272","9.09352999999999","","","","",
"Kiribati","KIR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.50751","15.26542","11.51614","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","19.16774","","13.00741","","9.14","","11.22642","15.21414","","","13.37853","","","14.53252","10.32295","13.68505","14.20753","11.05933","12.28806","11.79026","11.05621","12.47841","13.05181","","","","","","","","8.6355","","","",
"Korea, Rep.","KOR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.39749","","","","11.32546","13.09107","","","","18.01418","15.25836","","14.95361","13.85411","13.37001","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7168","14.912035","18.46146","15.68779","15.21213","","","15.75177","16.43733","19.11938","18.01262","17.590495","18.58193","17.82895","16.90598","16.8421","18.126245","18.03695","","",
"Lao PDR","LAO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.26613","9.11738","16.20455","","16.24383","13.73158","17.48047","17.35745","13.96301","8.17408","7.27595","8.01467","8.58465","12.80755","12.18988","","","","",
"Lebanon","LBN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80825","10.4434","5.91637","8.1067","","","","","7.42125","7.0563","","7.93123","8.42131","7.69319","7.34104","5.86977","5.503","5.53429","5.73381","7.10916","8.57551999999999","","","","","",
"Liberia","LBR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.64488","","","","5.16549","4.67327","6.89349","7.22077","7.01118","6.97225","",
"Libya","LBY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.13873","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2561","","","","","","","","31.31318","","","","29.43382","26.03627","","25.85463","","15.42216","15.04104","16.30697","19.01138","","19.94337","13.89532","14.20208","13.83676","12.19245","13.84786","15.30152","16.52716","22.38194","","",
"Latin America & Caribbean","LCN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.65222","15.25037","16.35638","16.06511","14.887","","","15.630885","16.43733","18.10074","17.294225","17.13107","15.87258","16.778325","16.90598","16.8421","18.126245","18.03695","","",
"Least developed countries: UN classification","LDC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.05185","15.52016","15.6938","","15.95312","15.893455","","","15.927795","16.099075","16.029925","15.03859","15.59324","15.683795","15.712885","","","","",
"Low income","LIC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.25989","15.48632","","","17.053825","","","","16.25814","17.41092","16.17282","15.11833","16.38928","16.433155","17.344255","16.814335","15.76886","","",
"Liechtenstein","LIE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.87623","","","12.70728","11.56567","12.69389","","11.66883","","","","","","","","","","","8.27079","8.60566","9.11016","8.39403","9.41995","10.82396","10.95026","17.72876","14.49976","",
"Lower middle income","LMC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.29634","","15.690795","16.19259","14.892735","14.849715","17.4085","","16.52964","15.14691","16.65418","14.86777","15.228105","14.05018","15.979385","","","","",
"Low & middle income","LMY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.20676","15.6959","15.29956","","15.03676","15.04361","15.75177","16.12466","15.634885","16.08117","16.16422","15.108105","15.59324","15.878975","16.165235","16.63311","","","",
"Lesotho","LSO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","29.41077","20.82331","22.92171","","","15.29199","15.38956","","","","23.02208","18.58789","20.50746","","26.44453","","23.55235","19.20038","23.84892","24.36376","32.10573","27.6499","32.40492","28.23381","","24.69755","","","","","","","","","","",
"Late-demographic dividend","LTE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.27795","","","14.09594","13.28683","13.23924","14.28521","15.04903","14.27056","13.56242","13.42976","13.57395","14.26845","13.98132","14.566765","13.4062","13.5354","14.00131","14.1145","13.018825","","","",
"Lithuania","LTU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.27874","21.9346","20.65736","18.32268","16.71701","16.61294","","","16.67028","17.4651","15.93098","15.57213","14.57956","14.28965","13.32594","13.05296","12.77761","12.85882","12.33635","13.53597","13.28802","13.19014","12.28826","","","",
"Luxembourg","LUX","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.68914","","","","","9.30211","","","","","","","","","","","9.28219","","9.55735","9.44375999999999","","","",
"Latvia","LVA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.66433","14.09594","14.60148","15.87752","16.37018","15.37676","14.50181","","13.91163","14.06705","14.7631","13.02514","11.80903","12.71531","17.73655","18.74402","13.97237","14.12741","","","",
"Macao SAR, China","MAC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.82853","12.48313","11.70368","10.77219","10.47489","9.54662","12.9701","12.167","12.31347","15.4131","17.33551","21.24387","16.42891","13.39207","13.3741","13.51698","","",
"St. Martin (French part)","MAF","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.89277","","20.46424","","20.47271","","","25.21153","25.76847","","","","","","","","","17.47064","17.29529","","","","","","","","","",
"Monaco","MCO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.13412","5.48416","","","5.16343","","","5.76775","5.84234","6.40111","6.48977","5.0717","6.3279","","","","5.92595","","","","","6.59881","6.36322","8.07616999999999","8.87595","7.05922","5.00886","","6.59655","6.98063","",
"Moldova","MDA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.33996","","","14.12242","12.92393","16.42476","17.88434","16.19259","19.45202","19.29665","18.60882","19.41697","19.85008","20.99263","22.26701","21.91588","20.74197","","18.7651","","18.49182","","",
"Madagascar","MDG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","14.89931","16.53529","16.78964","18.32389","16.62018","","","","","","","","12.3173","","","","10.64441","9.38277","15.5387","15.89051","17.68247","17.93676","15.76314","12.96077","18.03304","15.32419","18.04455","16.25814","22.58583","","19.7797","20.3258","13.98938","18.96677","16.96368","","","",
"Maldives","MDV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2399","20.3462","19.47924","13.01498","13.34758","12.74641","12.61971","15.63228","12.46061","11.7121","12.67912","12.84295","10.19021","12.67215","11.12323","","",
"Middle East & North Africa","MEA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.01418","","","14.95361","","13.37001","","14.193815","","","","","","","","","","",
