"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Mexico","MEX","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.63633","14.71502","","23.00654","26.335","","","15.78813","16.34318","19.77636","20.8466","20.97148","22.44295","22.20042","22.18898","20.74933","20.24586","18.80035","18.4724","19.42909","19.00754","18.08719","16.90598","18.80779","19.01875","","","",
"Marshall Islands","MHL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.54381","","","14.8142","22.50875","","","","","","","","","","","","","","","",
"Middle income","MIC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.20676","","15.29956","","14.74871","14.26937","15.232635","14.48145","14.53442","14.889255","16.13358","14.86777","15.17622","15.006445","15.84667","","","","",
"Macedonia, FYR","MKD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64087999999999","","","","","","","","","","","","","","","","",
"Mali","MLI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.32381","14.49319","14.52521","18.28376","17.73635","16.2803","","","18.03169","16.95941","16.50391","18.25834","22.40338","16.62345","18.22426","18.15549","","","",
"Malta","MLT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.53534","","10.55489","","","14.53679","13.06568","12.34494","15.71921","18.9048","15.26156","18.7752","17.53777","13.15089","","","",
"Myanmar","MMR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3992","","","","","","10.15233","",
"Middle East & North Africa (excluding high income)","MNA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.97994","","","","","","","","","","",
"Montenegro","MNE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.80767","15.17901","15.25156","16.07477","","20.31151","","13.57351","","","13.28645","","14.51142","14.71114","12.15085","13.35302","12.32158","12.07037","12.42683","12.78848","13.49122","",
"Northern Mariana Islands","MNP","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.05375","16.92332","","","","","18.00154","22.71818","18.55004","","","","","","19.70182","18.97809","","","","","",
"Mauritania","MRT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.17586","","10.31029","","13.88017","","16.03502","13.68266","10.01775","11.40537","","","9.33055","","",
"Mauritius","MUS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.19495","14.34508","","","","","","","","19.2376","17.5419","13.23924","12.91514","17.92272","17.3871","17.08813","15.17617","14.18328","14.03944","13.24723","14.57315","13.84617","14.96062","14.78901","20.90518","19.46995","19.9757","19.87695","",
"Malawi","MWI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.55257","","","","","","","12.51796","15.09788","","20.4242","16.33403","21.55158","17.16185","14.34011","",
"Malaysia","MYS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.57966","15.93598","18.41204","18.02728","21.27754","18.98457","","21.18855","21.39068","24.34852","25.9036","24.54244","21.01292","","16.74557","16.12466","14.03864","18.46463","18.40623","20.97702","19.92866","19.45431","19.80056","19.81079","20.69582","","",
"North America","NAC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","15.5789","15.53181","14.77497","14.0908","13.23688","12.6832","13.45583","13.53854","13.56977","13.19062","14.2638","13.11614","14.62348","12.93443","12.86363","","","12.63958","12.74188","12.9826","12.21224","12.1479","","","12.17807","","12.32856","12.00996","12.48364","12.69555","12.576275","13.3863","13.27651","13.45188","","","","",
"Namibia","NAM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.04277","21.92506","22.77571","21.83686","20.32821","","","21.60299","","25.07235","","26.19325","","","","7.64146","","","","",
"New Caledonia","NCL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.74954","","","17.11781","18.78317","16.59557","16.65247","13.8455","","","16.88377","17.37597","16.17733","18.91294","18.10404","21.67581","19.19202","18.08453","21.6615","18.51086","18.27405","16.59593","",
"Nigeria","NGA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","","","","","11.9335","","","","","","13.38182","14.7168","14.5737","","15.68779","14.887","","","","","","","22.75367","","","","19.31385","18.6543","17.91958","","",
"Netherlands","NLD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","11.86936","11.24708","10.40229","9.7677","10.56039","10.80043","11.26504","10.53047","","10.96806","10.71917","","9.48748999999999","9.49496","9.71951","8.86661","","10.42632","10.48555","11.07563","11.01714","11.0992","11.40471","11.7214","12.19349","11.83044","11.62496","11.69202","11.41065","11.54293","11.76501","11.62662","12.08611","11.97543","12.03053","","","",
"Norway","NOR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","14.35442","14.39588","14.18126","13.93858","13.93108","13.90029","14.12781","13.06382","13.7618","13.76669","13.59578","13.54045","15.59459","16.20054","16.58433","15.69688","15.90564","15.24957","14.85471","15.48646","15.73486","16.25644","15.75515","16.53605","16.7517","16.23354","16.55713","16.14887","15.76092","15.30602","15.01093","17.45271","17.27827","17.04803","15.72882","","","",
"Nepal","NPL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.11359","21.61894","20.42635","21.30218","21.60618","22.27689","25.48504","21.12867","22.11482","19.84753","16.02483","17.97686","17.43708","17.56964","18.28129","16.98966","19.1285","15.89729","",
"Nauru","NRU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","9.11007","8.999","9.87148","10.78621","11.2731","","","","","15.65534","15.56751","17.90291","17.55724","","18.04741","","18.58152","18.64979","18.63531","18.9089","18.0788","16.86151","16.66291","15.65418","17.06205","17.28082","17.28585","19.66104","18.40064","18.06239","18.12548","18.30293","","",
"OECD members","OED","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.11497","12.264755","11.93536","11.80133","","12.22463","11.85663","12.13764","12.26494","12.526095","12.761945","12.811185","12.2497","12.736215","12.84536","12.53078","12.48364","12.01315","12.21914","12.63184","12.58262","13.01969","12.648635","","","",
"Oman","OMN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93074","7.98643","7.64961","7.75603","8.00464","8.03902","9.12556","9.9918","10.32786","8.98344","10.58399","11.06248","10.03896","10.31647","10.05364","11.22463","","","10.94918","","","","11.08018","","","12.07997","15.96524","",
"Other small states","OSS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2376","17.70649","17.30183","16.2195","19.125465","16.61004","17.08813","18.891305","","16.323135","14.064695","14.19521","13.74125","12.44415","12.58262","12.247735","","","","",
"Pakistan","PAK","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.80285","9.37642999999999","10.31327","10.06899","11.7534","","11.30733","8.48987999999999","","","","11.22935","13.77751","15.2891","15.44552","14.09696","11.86443","11.86466","10.92461","11.04063","11.51398","11.30066","13.18728","12.60315","13.84731","",
"Panama","PAN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.19721","18.15499","17.35391","","18.97315","19.83194","16.63913","16.9575","16.34301","14.56827","","","","14.88983","","","13.01972","","","","","","","",
"Peru","PER","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.25037","14.79623","14.57806","14.65831","15.27385","14.27852","14.0353","14.14177","14.53442","14.59631","13.55558","13.55255","14.36907","15.22388","16.21989","17.59819","17.84879","18.11489","",
"Philippines","PHL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.24298","17.56657","15.17013","18.18099","","15.20676","13.91591","14.06893","14.38022","12.75085","12.42236","13.26853","13.66702","14.44199","13.21116","","","","","","","","","",
"Palau","PLW","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.96441","15.30785","15.53766","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.79591","","11.27881","10.8919","11.8693","11.83149","11.88938","11.64438","12.28659","12.22228","12.66541","11.26715","11.37921","11.07648","11.06464","10.98486","11.22697","11.59794","11.62072","11.58267","","","",
"Pre-demographic dividend","PRE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5132","","","","14.96151","16.2803","","","15.67826","","16.50391","15.03859","15.5358","16.16528","16.33403","16.66499","15.880085","","",
"Puerto Rico","PRI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.20847","8.99693","9.86336","10.26244","11.01051","10.57795","10.52331","10.91026","11.65087","12.59258","","","11.85663","12.10436","12.09401","12.02215","11.64595","10.94621","10.86354","10.84841","11.06376","10.37183","11.07481","10.42656","10.23923","10.19303","10.56848","9.89673","10.13045","","","",
"Paraguay","PRY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","8.36333","","","","","7.85806","","","","","","","","17.08779","21.87684","21.55939","19.87922","18.8154","20.89403","18.21824","","","19.42472","","","18.76241","23.29774","19.63423","","","","18.15432","","",
"West Bank and Gaza","PSE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.07318","11.41804","11.65087","11.55961","","10.81141","11.76006","12.02562","12.26494","12.415215","12.30287","12.55235","12.2497","12.45032","12.14995","12.51252","12.30418","11.97932","11.91888","12.69207","12.18005","12.30714","12.17238","","","",
"French Polynesia","PYF","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8437","9.52663","9.67605","10.55131","12.00746","10.70006","12.05313","13.74476","","","15.05552","14.83565","13.81727","13.10685","12.30603","13.1471","12.74315","","","8.88238","",
"Romania","ROU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.72865","","","","8.18758","9.84882","10.92235","11.13906","9.84331","10.83668","","12.00496","","11.02129","9.12913","8.33493","8.43579","","9.23572","9.07624","","","",
"Russian Federation","RUS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.95185","9.21336","10.58384","10.53169","11.17591","11.95057","12.4258","","11.95923","","","","11.14676","","","10.86947","","","",
"Rwanda","RWA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.25067","18.83533","25.31314","","","","","","17.78655","15.59151","","17.54806","15.34338","15.81547","16.85963","13.73432","12.53905","12.27839","11.07961","",
"South Asia","SAS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.32223","","16.95983","17.92205","","","16.68163","13.591235","13.77751","16.312815","18.1534","17.81619","11.86443","11.86466","14.80667","12.516375","13.9365","12.883295","12.84814","16.2117","15.08057","",
"Saudi Arabia","SAU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.71302","14.72169","14.57367","16.81303","16.84456","15.2523","12.29582","23.98243","23.3294","17.83659","20.89614","21.29412","21.45522","20.18866","19.29229","21.60387","","19.25742","","","","","","","","","","",
"Sudan","SDN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.11689","","11.04489","","7.94924","5.9668","8.25315999999999","","9.3854","10.7707","","","","","","","","","",
"Senegal","SEN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.73254","16.82036","17.61849","15.72974","16.72192","16.11751","16.96225","21.77097","17.95464","","19.22614","23.30045","24.04635","21.08697","20.79525","25.74235","24.76247","23.75856","21.33722","21.57608","",
"Singapore","SGP","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2846","19.46945","18.18288","21.80652","20.3052","19.81695","19.74932","20.01841","19.94286","17.19887","17.16863","19.89241","21.16143","19.95866","","","","","",
"Solomon Islands","SLB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.86093","","","","","","","13.11648","","","","","","","","","22.16813","18.8434","16.78565","17.47849","","","","","","","","",
"Sierra Leone","SLE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7313","17.9708","17.70319","17.31936","17.1488","15.50661","","19.75022","14.9309","15.89646","12.80191","12.41146","14.12596","15.20231","15.09174","","12.47358","19.80397","",
"El Salvador","SLV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.53233","13.60802","13.29634","","15.48564","14.06819","","14.65582","15.75177","16.43733","19.44883","18.54698","16.16422","15.87258","15.27999","15.55899","16.11058","16.60156","16.1132","","",
"San Marino","SMR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.78129","10.64036","","","","","","","",
"Somalia","SOM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.39356","10.83846","10.93677","10.51355","10.60352","9.59923","","9.10161","9.19163","8.99445","","",
"Sub-Saharan Africa (excluding high income)","SSA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.60716","15.74111","16.42011","","17.3871","18.03304","17.979815","","17.082225","18.24094","17.06808","15.11833","16.42832","16.433155","17.344255","17.47952","","","",
"South Sudan","SSD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9507","","3.22802","4.13136","3.27551","0.8457","1.0058","",
"Sub-Saharan Africa","SSF","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.60716","15.74111","16.42011","","17.3871","18.03304","17.979815","","17.082225","18.24094","17.06808","15.11833","16.42832","16.433155","17.344255","17.47952","","","",
"Small states","SST","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.99035","17.5419","17.30183","16.2195","16.485875","15.83298","16.463745","","","17.59075","14.83565","14.57315","13.79371","12.58227","12.86486","12.74315","","","","",
"Sao Tome and Principe","STP","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.42829","6.68909","5.84991","12.12649","14.08841","16.65969","18.24332","20.5595","19.32359","","13.71967","18.82663","12.3226","11.29725","15.96804","2E-05","",
"Suriname","SUR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5867","8.52783","","8.59327","7.44282","8.87773","9.41757","10.56774","10.86331","9.46612","9.58011","9.71228","9.54789","9.09838","9.76615999999999","9.70747","9.62130999999999","9.86131","10.06451","10.27825","","","",
"Slovenia","SVN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.81725","13.72527","13.69596","13.49902","13.29055","13.3197","12.89666","12.54904","12.30418","12.08019","12.07168","12.63184","9.99504","11.27432","11.21851","","","",
"Sweden","SWE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","9.85581","10.19138","","","","","","","","","8.33703","8.43003","8.01221999999999","8.1538","","10.23043","11.36323","","12.758","12.49202","12.98767","12.87803","13.21271","12.92092","13.06133","12.76274","12.80702","12.84536","13.02625","13.2655","13.3062","13.17745","15.23017","15.14408","15.32981","15.50328","","","",
"Eswatini","SWZ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","23.75299","20.37892","","","","","20.46323","21.77708","25.08986","23.47705","","","","20.03243","20.65968","21.84551","","","20.4332","18.74508","19.65618","17.29377","22.06382","21.10407","20.89186","22.70757","","21.81324","19.38638","18.28303","22.33393","","","24.94522","","","","",
"Sint Maarten (Dutch part)","SXM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","26.99181","22.83296","19.51612","","18.25663","19.83613","","","","","14.97166","11.91291","15.13588","","9.87257","9.37376","","","9.22016","12.0432","","","10.95452","","","","","10.38641","6.7712","9.54766","12.08458","","11.72343","","",
"Syrian Arab Republic","SYR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.04076","","","","","15.66206","16.82607","19.8554","17.1454","","20.04848","18.92593","20.04079","19.18405","","","","","","","","","",
"Turks and Caicos Islands","TCA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.26222","","","",
"Chad","TCD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.89866","11.07153","17.05998","12.84449","13.78685","","","11.0319","14.67282","","","","9.54158999999999","8.11928","10.08326","9.21241","12.46146","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.640765","12.7549","16.20455","","14.1703","","","14.94431","14.03864","14.51142","15.46688","12.15085","15.72172","15.20574","12.130125","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6113","12.096725","11.88938","11.64438","12.28659","12.421195","12.7804","11.26715","12.61226","11.866615","11.16342","11.10005","12.36897","12.12391","12.40672","11.3177","12.6662","","",
"Togo","TGO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.54921","","","","23.29256","","20.98232","23.41876","24.42371","25.73136","30.70003","27.75643","21.83069","17.67808","17.28665","18.15452","19.24566","19.37198","19.61576","16.90379","17.68043","16.59207","17.39141","16.66499","15.99131","","",
"Thailand","THA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.90245","20.03906","21.20361","19.481","18.97902","28.3886","24.24134","16.22293","20.86635","21.45767","20.54682","22.00279","18.48467","18.16285","18.1783","16.22262","22.63024","21.3968","19.12593","","","","","",
"Tajikistan","TJK","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.07245","11.83439","12.02514","13.18853","14.59364","12.69424","13.67676","15.29338","15.63601","12.21488","12.8005","14.31216","15.33145","14.56051","16.35024","","","16.44339","","","",
"Turkmenistan","TKM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.79551","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.53233","15.65222","15.25037","16.35638","16.06511","14.887","15.27385","","15.630885","16.43733","18.10074","17.294225","17.13107","15.87258","16.778325","16.90598","16.8421","18.126245","18.03695","","",
"Timor-Leste","TLS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09054","10.58612","9.15421","7.6509","5.53769","5.89318","6.67724","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.97994","","","","","","","","","","",
"Tonga","TON","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.60827","22.95586","19.7819","15.46275","18.41225","18.10253","","","","","","","","","","","","","","",
